nonce,value
1595591191,1443.0
1595591352,1443.0
1595591616,1443.0
1595592228,8693.64
1595592679,8693.64
1595593463,243.01
1595593776,243.01
1595593827,1341.13
1595594110,740.82
1595594354,156.87
1595594362,1436.06
1595594508,123183.24
1595594723,2502.49
1595595080,918.5
1595595282,918.5
1595596525,2502.46
1595596661,2502.46
1595597028,686.24
1595597281,67.79
1595597467,500.0
1595597807,200.0
1595598019,4234.48
1595598057,2509.7
1595598160,119.47
1595598332,119.47
1595598677,711.0
1595598921,1231.59
1595599036,711.0
1595599122,1231.59
1595599219,398.55
1595599396,1000.0
1595599471,398.55
1595599701,4000.0
1595599730,1000.0
1595599808,4000.0
1595602321,1500.0
1595603496,484.0
1595606792,455.4
1595608214,441.45
1595608232,500.0
1595608365,441.45
1595609101,552.52
1595609261,552.52
1595609749,2833.02
1595610845,8.0
1595611253,135.83
1595611362,934.93
1595612777,3305.93
1595613020,419.7
1595613162,419.7
1595614734,4394.68
1595615210,4394.68
1595615768,1920.57
1595616492,10500.0
1595617057,1500.0
1595617185,130.97
1595617326,3228.67
1595617475,3228.67
1595618383,2470.87
1595618692,2470.87
1595618710,168.0
1595618846,2470.87
1595620307,15500.0
1595620518,15500.0
1595620594,504.29
1595622886,500.0
1595623103,500.0
1595623695,500.0
1595623760,400.0
1595624015,500.0
1595624815,13166.65
1595625187,13166.65
1595625502,1000.0
1595629929,1000.0
1595631431,1000.0
1595632032,15000.0
1595632120,15000.0
1595634175,112.19
1595634251,1000.0
1595634511,2208.02
1595634965,2208.02
1595635190,1000.0
1595635206,2208.02
1595636310,1000.0
1595638132,231.01
1595644478,1244.17
1595644764,1244.17
1595645735,217.68
1595645903,217.68
1595646002,841.83
1595646943,500.0
1595647736,600.0
1595648033,50000.0
1595648494,143.92
1595648704,186.86
1595649020,957.37
1595649044,166.0
1595649307,166.0
1595650907,200.0
1595651348,200.0
1595651573,349.93
1595651673,349.93
1595655455,47.93
1595656065,850.75
1595657362,27.67
1595657769,1387.31
1595658070,216.69
1595658485,2115.33
1595660276,137.24
1595662820,3305.93
1595663167,3305.93
1595663867,970.59
1595665730,1528.04
1595667982,2211.96
1595668327,2211.96
1595669621,533.5
1595669887,1000.0
1595670228,1000.0
1595671511,499.78
1595671906,2233.13
1595671934,499.78
1595676278,20000.0
1595676565,20000.0
1595677851,2094.75
1595677994,2094.75
1595679930,852.04
1595680008,852.0
1595680611,100.0
1595681175,14550.97
1595681273,500.0
1595681321,500.0
1595682013,500.0
1595683062,997.94
1595683481,238.88
1595683512,1325.37
1595684036,500.0
1595685019,1614.91
1595686323,472.41
1595686457,500.0
1595686668,473.94
1595687003,500.0
1595688563,475.39
1595689605,500.0
1595690956,476.75
1595691061,934.1
1595691084,500.0
1595691354,934.1
1595691516,1007.32
1595691845,1007.32
1595691929,521.35
1595692136,10550.97
1595692158,521.35
1595692511,10550.97
1595692897,998.26
1595693011,1076.89
1595696002,0.0
1595696422,10.0
1595696428,200.0
1595698802,499486.16
1595699136,24733.0
1595700178,519.65
1595700333,3422.03
1595700460,3422.03
1595700800,4.8
1595701085,2501.42
1595701302,2501.42
1595701882,507.3
1595703445,162.05
1595704541,500.0
1595704782,500.0
1595705260,486.26
1595706097,15542.21
1595706448,848.08
1595707324,552.41
1595711204,1500.0
1595711548,1500.0
1595711768,216.69
1595712082,6000.0
1595713594,5.7e+20
1595713808,9000.05
1595714184,9000.05
1595714541,499.57
1595714904,482.5
1595715146,487.59
1595716206,9998.5
1595716296,9998.5
1595716411,20000.0
1595716514,10007.46
1595716681,20000.0
1595717050,451.46
1595717071,1588.94
1595717129,8417.96
1595717234,10006.91
1595718551,453.2
1595718734,2498.0
1595718856,479.67
1595719217,1637.4
1595719407,1637.4
1595719813,949.19
1595720730,100.0
1595720786,107.0
1595720890,370.71
1595720979,100.0
1595721087,107.0
1595721327,4646.78
1595721397,4646.78
1595721887,370.71
1595722712,8183.44
1595723503,8183.44
1595723648,8183.44
1595723854,477.69
1595724170,50.0
1595724375,1998.01
1595724451,2445.25
1595724938,461.81
1595724956,504.29
1595726803,596.78
1595728445,1096.58
1595728489,599.11
1595728943,16094.09
1595730432,1000.0
1595730551,698.85
1595730747,1076.89
1595731085,698.85
1595731191,726.67
1595731416,726.67
1595731667,150.0
1595731933,150.0
1595732024,6958.15
1595733293,150.0
1595733561,150.0
1595735790,210.0
1595736153,210.0
1595737329,2293.11
1595737569,642.39
1595737996,45.77
1595738184,999.93
1595738298,45.77
1595738332,999.93
1595738597,900.0
1595738994,900.0
1595740957,235.38
1595744311,433.08
1595744362,436.0
1595744855,97.81
1595746616,8147.47
1595746827,8147.47
1595746949,88.65
1595747118,195.74
1595748155,106.63
1595748195,471.96
1595749379,438.67
1595750262,298.0
1595750336,250.0
1595750714,250.0
1595750915,10000000.0
1595751163,700.0
1595751670,9713.28
1595752132,300.56
1595754308,500.0
1595755242,136.81
1595755830,9713.28
1595755897,9713.28
1595756282,424.54
1595756575,77.49
1595756612,80.89
1595756646,2250.0
1595756827,2250.0
1595757016,298.0
1595757674,1115.71
1595757925,8106.91
1595758889,298.0
1595759559,446.09
1595760019,5000.0
1595760464,397.34
1595760522,5000.0
1595760666,495.24
1595760879,8106.91
1595761037,3040.94
1595761046,465.13
1595761318,3040.94
1595761532,413.39
1595762186,1666.95
1595762473,500.0
1595762950,1369.45
1595763198,896.21
1595763255,290.03
1595763782,307.0
1595764007,352.7
1595764058,442.17
1595764219,416.72
1595764576,576.4
1595764594,427.0
1595765006,576.4
1595765021,450.47
1595765261,1366.95
1595766937,592.6
1595766978,440.1
1595767323,1498.0
1595767447,587.4
1595767600,129.93
1595770194,500.0
1595770838,3000.16
1595770894,3000.16
1595771172,964.68
1595771354,5000.0
1595771500,5000.0
1595771553,100.0
1595771871,5400.0
1595771926,5500.0
1595773360,71.83
1595773806,158.0
1595774066,158.0
1595774558,1443.0
1595774890,1443.0
1595776772,1262.01
1595776873,500.0
1595777141,500.0
1595777207,500.0
1595778918,1887.78
1595780767,1865.24
1595783436,0.09
1595784252,1000.0
1595784522,1000.0
1595784804,2000.0
1595784850,2000.0
1595786534,708.48
1595786680,708.0
1595787501,200.0
1595788894,200.0
1595789342,145.32
1595793482,735.0
1595793605,265.0
1595793759,409.61
1595793810,434.36
1595795067,786.47
1595797738,10000.0
1595797835,231.98
1595797910,10000.0
1595798283,1636.3
1595798407,1998.01
1595798479,180.75
1595798498,68.22
1595798622,180.75
1595798768,500.0
1595799988,408.0
1595803526,2065.11
1595803756,2065.11
1595806806,30000.0
1595807051,30000.0
1595808816,505.87
1595808936,500.0
1595812022,603.25
1595814695,5000.0
1595815931,17000.0
1595816112,17000.0
1595817113,35067.78
1595819982,10000.0
1595827119,500.0
1595831547,5000.0
1595831644,5000.0
1595831878,5000.0
1595832267,1212.2
1595833036,795.79
1595833082,1665.82
1595834732,1851.02
1595834745,1843.26
1595836131,527.46
1595836618,527.46
1595836972,2469.21
1595838030,2469.21
1595838866,203.0
1595839194,2011.0
1595839510,2011.0
1595839584,851.55
1595841906,998.0
1595844191,1683.2
1595844782,998.0
1595845839,883.67
1595848488,801.74
1595848559,800.0
1595848757,327.4
1595848827,1735.62
1595848865,1000.0
1595848883,1367.1
1595849209,1000.0
1595856000,8329.19
1595857038,74.27
1595857124,868.96
1595857413,1243.07
1595857635,1965.87
1595857948,5196.05
1595858828,2676.14
1595859090,8329.19
1595859567,2933.95
1595860411,309.0
1595860756,2000.0
1595860911,2000.0
1595861553,1442.28
1595861618,4138.39
1595861992,4138.39
1595864102,754.81
1595864288,754.81
1595864295,1417.22
1595864778,1417.22
1595867012,309.0
1595867728,210.72
1595867815,2500.0
1595867962,2500.0
1595868259,846.41
1595868566,250.0
1595868821,250.0
1595868864,698.0
1595879097,212.5
1595880235,210.72
1595881106,203.0
1595882080,454.77
1595882460,386.87
1595890527,48.0
1595891564,198.0
1595892382,11826.07
1595892896,1262.01
1595892969,11826.07
1595893893,100.0
1595894151,162.05
1595894569,543.45
1595904366,787.4
1595906953,98.0
1595907487,198.0
1595907919,207.41
1595908438,248.0
1595908466,198.0
1595908998,380.9
1595909602,198.0
1595910901,626.5
1595912188,668.0
1595913123,743.14
1595913246,198.0
1595914469,786.0
1595914756,773.81
1595915835,956.02
1595916092,448.0
1595916241,6000.0
1595916981,418.0
1595917587,468.0
1595918003,6000.0
1595918318,500.0
1595918362,800.0
1595918464,500.0
1595918506,438.0
1595919013,480.0
1595919355,2900.0
1595919519,2900.0
1595919872,478.0
1595919937,248.0
1595920819,511.45
1595921776,494.08
1595922285,263.0
1595922499,263.0
1595922637,263.0
1595922927,263.0
1595922937,100.0
1595923170,100.0
1595923220,73.5
1595923441,98.5
1595923609,9.223372036854776e+18
1595924004,2000.0
1595924046,1173.0
1595924101,314.88
1595924364,314.88
1595924415,3400.0
1595924526,3400.0
1595924590,2000.0
1595924889,2686.45
1595925334,626.08
1595926504,474.46
1595927510,20000.0
1595927830,20000.0
1595928185,109.65
1595929660,235.38
1595930310,263.0
1595930560,263.0
1595930949,623.15
1595930969,1200.0
1595935139,109.65
1595940510,500.0
1595945084,2864.89
1595945353,614.62
1595947183,559.09
1595947481,212.0
1595947755,212.0
1595949069,108.17
1595949444,1039.67
1595951591,570.38
1595954293,3713.81
1595954717,455.5
1595954874,74.27
1595959386,71356.86
1595961520,621.42
1595961577,621.42
1595962291,5500.0
1595962707,2500.0
1595963190,702.4
1595963404,1400.0
1595963681,137.24
1595963708,715.21
1595963867,2000.0
1595964236,2000.0
1595964701,681.29
1595964806,2123.0
1595965859,2890.5
1595968700,605.76
1595969069,1259.26
1595969896,535.39
1595970709,1.0
1595970993,572.52
1595971245,2552.41
1595971474,71000.0
1595971501,500.0
1595971822,825.17
1595973580,35500.0
1595981959,455.5
1595985384,315.46
1595991209,8600.0
1595991815,8600.0
1595994477,485.27
1595995396,289.88
1595995602,59993.55
1595995842,59993.55
1595996173,593.54
1595997254,300.15
1595999260,0.59
1595999683,652.4
1596004809,209.74
1596007187,224.99
1596010580,599.41
1596013335,1498.0
1596017935,500.0
1596019639,814.07
1596023431,904.96
1596023935,652.81
1596024151,607.0
1596024562,655.38
1596026349,167.13
1596026774,934.76
1596028988,90071992.55
1596029452,5417.36
1596035313,319.95
1596035795,523.17
1596035879,998.0
1596041950,619.12
1596043500,815.86
1596045253,319.95
1596057715,523.17
1596057843,5396.96
1596058733,5500.0
1596059069,5500.0
1596059628,208.0
1596059634,10000.0
1596060670,208.0
1596061149,680.15
1596063652,96.63
1596063747,96.63
1596064370,667.0
1596073546,1000.0
1596073744,100.0
1596073788,1000.0
1596074734,100.0
1596074935,433.7
1596077947,700.0
1596079508,642.39
1596090129,100.0
1596090476,3208.32
1596095997,920.0
1596096506,2026.66
1596099213,481451.2
1596099235,19998.0
1596102724,1498.0
1596104771,120.0
1596108597,10000.0
1596111042,1.0
1596111368,9999.0
1596111426,10000.0
1596112002,1998.0
1596115864,1285.74
1596118804,64.53
1596119052,314.48
1596124358,440.22
1596124471,440.22
1596127403,646.7
1596128719,666.43
1596129539,100.0
1596129877,100.0
1596130116,200.0
1596130230,200.0
1596130592,3000.0
1596130701,3000.0
1596134644,443.93
1596136748,665.01
1596144861,29998.0
1596149136,1110.22
1596155522,2000.0
1596155732,2000.0
1596156109,661.19
1596156440,323.39
1596156687,287.87
1596157202,303.38
1596157419,645.25
1596158500,198.29
1596158737,2070.66
1596163113,218.59
1596163830,665.87
1596164414,695.49
1596167628,120.0
1596168584,198.29
1596170405,547.25
1596173723,1965.45
1596173894,1965.45
1596174942,640.29
1596175244,640.29
1596179879,478.66
1596186808,500.0
1596197505,500.0
1596197734,500.0
1596198219,672.22
1596202077,867.76
1596202919,867.76
1596203100,303.38
1596203625,5444.23
1596203917,5444.23
1596204510,2500.0
1596204777,443.93
1596204841,2500.0
1596208944,296.86
1596209286,356.13
1596209624,340.54
1596210035,663.28
1596210446,663.28
1596210935,197.26
1596211495,251.43
1596211573,259.29
1596211682,1000.52
1596212050,1306.21
1596212143,1397.63
1596212556,2936.88
1596212974,500.0
1596213120,500.0
1596213173,1417.38
1596213385,500.0
1596213472,437.36
1596214720,159.8
1596214889,159.8
1596215963,559.0
1596216025,645.04
1596216257,641.34
1596216315,645.2
1596216631,58227.0
1596218233,1313.74
1596218722,4195.67
1596234160,161.63
1596235210,5000.0
1596235452,5000.0
1596236201,500.0
1596236382,500.0
1596236485,500.0
1596238204,298.43
1596238850,6606.92
1596243815,10000.0
1596248712,249.91
1596248823,249.91
1596252002,6450.0
1596252100,6450.0
1596252481,1998.0
1596252544,3988.02
1596252732,343.08
1596256005,218.59
1596256816,236.01
1596256867,236.01
1596260150,800.0
1596260866,260.49
1596261659,1104.85
1596266730,713.69
1596266905,713.69
1596273735,134.51
1596273821,134.51
1596274428,700.97
1596276188,593.77
1596276914,747.46
1596278721,706.36
1596280745,34.65
1596281726,362.9
1596281925,362.9
1596292226,1437.73
1596292343,1437.73
1596295265,2065.56
1596296326,52121.31
1596296464,52121.31
1596296729,1453.51
1596296846,1453.51
1596297162,2273.14
1596297798,1726.9
1596298595,4000.04
1596300277,97.21
1596306320,650.0
1596307795,68.22
1596309623,1104.85
1596309915,438.67
1596312302,1104.85
1596312670,1104.85
1596313309,1000.0
1596314446,765.24
1596316957,1397.63
1596319408,88.65
1596328521,2212.49
1596328585,2212.49
1596328660,487.67
1596329111,761.27
1596332418,1409.34
1596332635,1409.34
1596334828,802.72
1596335444,1028.19
1596336197,1830.91
1596336423,439.18
1596337633,1507.47
1596346665,59122.89
1596347339,59122.89
1596347390,59122.89
1596348865,298.0
1596348969,502.14
1596350356,2184.89
1596350499,502.14
1596350506,298.0
1596350943,200.0
1596351114,1998.0
1596352237,1998.0
1596352577,94.28
1596353084,200.0
1596353835,173.51
1596353977,2184.89
1596354965,3997.5
1596355086,3997.5
1596355684,312.37
1596355724,173.51
1596357496,312.37
1596358849,2656.76
1596360868,234.06
1596362407,50.0
1596362429,0.0
1596362598,50.0
1596362768,2606.76
1596362826,2606.76
1596366299,648.64
1596368054,1932.37
1596369228,1333.42
1596371221,1916.13
1596371561,248.09
1596376310,780.0
1596377238,500.0
1596384320,745.28
1596384865,500.0
1596387793,88.0
1596389302,890.53
1596396859,310.72
1596397125,310.72
1596397715,612.29
1596405211,100.0
1596406516,100.0
1596417738,593.77
1596425837,152.89
1596430139,949.63
1596431460,224.33
1596432687,218.6
1596434107,345.93
1596434207,345.93
1596434773,213.09
1596435655,554.79
1596435931,554.79
1596437442,303.03
1596437584,303.03
1596437724,10.0
1596438012,1997.5
1596444557,900.5
1596445938,730.98
1596448254,750.15
1596448370,1.0
1596449214,12.99
1596449530,411.91
1596449917,411.91
1596449971,1996.0
1596451036,370.6
1596451160,1268.1
1596451922,1496.0
1596452211,2325.71
1596452653,175.84
1596453542,372.83
1596454808,778.81
1596475097,70.41
1596475451,70.41
1596478900,900.5
1596478938,2007.5
1596481393,1000.0
1596489729,1996.0
1596490409,1000.0
1596498906,212.34
1596506453,212.34
1596524416,385.71
1596524687,385.71
1596530259,2248.5
1596530483,2248.5
1596533333,228.58
1596535140,674.83
1596536586,238.93
1596539968,194.29
1596541082,2185.06
1596541987,606.14
1596545353,50.0
1596545475,50.0
1596545698,2450.0
1596545798,2450.0
1596546346,1045.5
1596546609,1045.5
1596549727,2564.42
1596550271,396.39
1596551673,378.9
1596553335,1571.55
1596554167,515.86
1596555304,742.2
1596558084,89.54
1596558319,89.54
1596558700,16991.82
1596561086,390.0
1596563555,1816.76
1596568852,1000.0
1596569088,986.46
1596570600,75000.0
1596572476,17297.86
1596576160,2325.71
1596576172,2170.83
1596578585,90.07
1596578687,240.74
1596582281,415.04
1596582345,112.11
1596582386,297.28
1596584369,10000.0
1596587319,100.0
1596587460,100.0
1596587680,34900.0
1596587906,34900.0
1596593359,105428.11
1596599060,37.89
1596599912,37.89
1596600436,0.0
1596603041,761.51
1596603171,761.51
1596603306,151.32
1596604025,218.63
1596604119,218.63
1596604678,10008.4
1596604819,10008.4
1596607483,8832.71
1596607914,738.11
1596608141,738.11
1596608581,138.99
1596609665,5005.73
1596609769,5005.73
1596613122,1426.76
1596613877,0.0
1596613888,0.0
1596614153,0.0
1596615126,0.0
1596615690,0.0
1596619522,20000.0
1596619724,20000.0
1596620281,997.0
1596620339,997.0
1596620446,1852.4
1596620496,997.0
1596621901,962.69
1596626465,500.0
1596626503,500.0
1596627021,500.0
1596627204,500.0
1596627373,500.0
1596627379,500.0
1596627797,500.0
1596627888,500.0
1596627982,500.0
1596628028,500.0
1596628117,500.0
1596637888,34.65
1596642176,1000.0
1596642231,34.65
1596644144,500.0
1596644156,3000.0
1596646786,213.24
1596646792,500.0
1596647252,500.0
1596647858,500.0
1596649030,654.99
1596649502,5000.0
1596652274,336.61
1596655931,348.34
1596656401,718.0
1596657010,2098.31
1596658389,1435.2
1596662545,1426.76
1596667387,2020.94
1596667842,2020.94
1596668167,1932.5
1596669231,10000.0
1596669318,10000.0
1596669649,996.0
1596669836,2026.71
1596670028,13000.0
1596670152,13000.0
1596670388,1756.83
1596670431,1976.96
1596670456,4905.39
1596670460,1697.3
1596670912,962.03
1596674121,1581.23
1596674201,500.0
1596682386,500.0
1596687917,4011.88
1596688121,4011.88
1596695496,4905.39
1596696018,3508.26
1596696432,3525.76
1596697541,1010.9
1596697699,1010.9
1596698411,6023.0
1596698570,6023.0
1596699034,217.09
1596699728,500.0
1596699762,500.0
1596699866,500.0
1596699987,500.0
1596700021,500.0
1596700091,500.0
1596700170,1941.45
1596700212,508.18
1596700836,673.89
1596700980,673.89
1596701449,1200.0
1596702616,500.0
1596704179,1147.32
1596704409,1147.32
1596705047,590.68
1596705337,590.68
1596706324,2928.5
1596720224,219.19
1596720434,219.19
1596726672,25296.38
1596727926,3141.45
1596729148,237.0
1596729268,500.0
1596729573,237.0
1596730470,417.0
1596730684,500.0
1596731144,2017.38
1596731195,2017.38
1596732609,742.78
1596732769,742.78
1596739517,1028.81
1596739595,1028.81
1596739779,531.68
1596739830,1772.13
1596739970,1772.13
1596740164,981.35
1596740353,981.35
1596740952,2186.6
1596745183,75.0
1596746686,1588.08
1596748518,9415.57
1596748753,9415.57
1596749048,137.37
1596749156,1067.62
1596749215,1204.99
1596749477,9415.57
1596751435,973.91
1596751734,973.91
1596751936,90.73
1596753317,635.55
1596754033,156.06
1596754299,500.0
1596754858,2051.66
1596755260,20000.0
1596755314,20000.0
1596756180,90.73
1596756772,205.42
1596757082,205.42
1596757234,1999.65
1596757386,1999.65
1596757416,39998.0
1596757597,39998.0
1596759317,504.19
1596759423,504.19
1596761771,16607.18
1596762917,1593.78
1596762955,6368.86
1596763224,1593.78
1596763881,200.0
1596766154,200.0
1596766814,100.02
1596766945,100.02
1596767231,173.54
1596768451,266.45
1596769056,216.31
1596770861,572.31
1596773706,9154.65
1596774020,9154.65
1596775265,251.43
1596775491,332.42
1596775589,225.8
1596775747,225.8
1596776419,2001.29
1596776580,2001.29
1596776854,1142.5
1596776961,1142.5
1596777890,251.43
1596778816,1625.37
1596778981,1625.37
1596779155,8842.83
1596780101,218.54
1596780402,1584.95
1596780434,352.0
1596780442,154.69
1596780519,1584.95
1596780694,352.0
1596780837,800.0
1596781258,2015.22
1596781378,2015.22
1596783344,2960.0
1596784113,167.81
1596785534,422.4
1596785676,408.19
1596786018,2363.01
1596786437,148.64
1596786466,657.67
1596786822,400.0
1596787002,400.0
1596788162,554.77
1596790275,554.55
1596790418,139.45
1596790636,554.55
1596790942,430.51
1596791003,284.51
1596791160,2069.97
1596791233,1496.01
1596791691,430.51
1596792255,32.0
1596792356,32.0
1596792740,1496.01
1596793338,1837.41
1596795465,300.0
1596795974,301.18
1596796144,301.18
1596796295,2001.8
1596796508,2001.8
1596796830,573.17
1596797451,4005.17
1596797581,4005.17
1596798541,288.28
1596798757,113.21
1596799585,1996.01
1596799694,1996.0
1596799924,1996.01
1596800545,90.08
1596802098,7940.4
1596802458,7940.4
1596803783,288.23
1596804378,333.19
1596804423,1496.0
1596805183,156.06
1596805516,469.5
1596806170,2967.2
1596806946,224.1
1596809179,331.24
1596809624,6352.0
1596809861,6352.0
1596811004,331.91
1596811023,310.45
1596811033,434.53
1596811078,1152.15
1596811255,134.33
1596811270,333.19
1596811569,1247.99
1596811687,996.0
1596811827,500.35
1596811858,267.22
1596811971,644.83
1596812048,348.53
1596812077,348.53
1596812309,158.17
1596812570,1137.79
1596812597,4935.15
1596812724,3309.35
1596812733,45.53
1596812811,440.59
1596812880,9996.01
1596812965,356.57
1596813048,356.57
1596813099,460.0
1596813107,227.77
1596813305,972.46
1596813316,1288.5
1596813359,1550.0
1596813376,229.14
1596813419,441.0
1596813514,1288.5
1596813572,696.32
1596813591,550.0
1596813596,630.2
1596813643,696.32
1596813702,491.28
1596813995,468.25
1596814148,537.45
1596814183,236.3
1596814194,537.45
1596814373,481.03
1596814420,191.98
1596814616,599.96
1596814796,1048.8
1596814824,326.67
1596814999,961.46
1596815357,1048.8
1596815542,678.69
1596815546,973.51
1596815628,678.69
1596815656,93.35
1596815663,316.91
1596815799,481.03
1596815829,16991.0
1596815971,113.47
1596816514,600.0
1596816564,736.31
1596816595,4553.3
1596816714,488.59
1596816722,1946.85
1596816799,1946.85
1596816974,4553.3
1596817188,15470.0
1596817254,1000.0
1596817271,2148.2
1596817383,15470.0
1596817486,1594.15
1596817786,1000.0
1596817837,2005.56
1596818300,2005.56
1596818370,2627.29
1596818401,13.81
1596818424,11000.0
1596818512,100.42
1596818669,246.81
1596818699,8943.5
1596818708,11000.0
1596819148,250.47
1596819237,8957.3
1596819266,1512.99
1596819988,1408.68
1596820131,501.42
1596821976,49.02
1596822392,337.05
1596822417,463.76
1596823016,431.43
1596823072,781.2
1596823088,781.2
1596823360,296.76
1596823841,10977.74
1596823913,295.14
1596824001,2083333.33
1596824040,10977.74
1596824535,118.25
1596824767,35000.0
1596824888,1199.74
1596825006,35000.0
1596825182,476.51
1596825911,1279.87
1596825964,1792.26
1596826037,460.45
1596828852,479.71
1596829906,938.5
1596830031,938.5
1596830496,5000.0
1596830868,483.97
1596831090,962.79
1596831291,962.7
1596832256,100.0
1596832704,584.38
1596832736,481.06
1596832826,487.91
1596832873,1001.76
1596832887,286.08
1596832952,493.76
1596832998,584.38
1596833669,1020.86
1596833740,1020.8
1596833897,512.51
1596834056,3256.4
1596834339,3184.4
1596834468,494.17
1596834471,3184.4
1596834525,315.6
1596835258,434.53
1596835742,122.0
1596836627,1035.74
1596836710,4054.87
1596836823,263.0
1596836941,112.28
1596837177,263.0
1596837912,1205.56
1596838222,1135.68
1596838293,500.0
1596838514,1135.68
1596838714,448.04
1596838814,1525.22
1596838864,200.0
1596839606,1408.68
1596839701,2427.43
1596840945,75.71
1596841243,491.78
1596843511,246.19
1596843609,769.92
1596844283,717.0
1596844892,2000.0
1596845019,2100.0
1596845123,2301.5
1596845125,2004.46
1596845191,12328.4
1596845392,563.92
1596845616,12328.4
1596845666,475.11
1596845704,350.17
1596845764,124.11
1596846140,197.49
1596846533,443.26
1596846624,1277.74
1596846726,221.86
1596846816,218.34
1596846990,214.78
1596847017,218.56
1596847042,426.51
1596847218,870.5
1596847409,870.5
1596847599,1000.0
1596847889,500.0
1596848425,3271.35
1596848558,3271.35
1596849184,200.0
1596849302,500.0
1596849622,50.0
1596849718,115533.52
1596849911,61177.65
1596850049,90.0
1596850091,21.1
1596850500,451.46
1596850928,267.21
1596850994,1204.27
1596851127,250.47
1596851310,250.47
1596852992,1069.19
1596854220,100.0
1596855078,469.5
1596855174,459.02
1596855183,500.0
1596855334,399.24
1596855724,217.36
1596855813,631.88
1596855840,217.36
1596855898,984.48
1596855971,835.91
1596856042,613.55
1596856051,500.0
1596856085,83.46
1596856243,41.05
1596856267,500.0
1596856300,83.46
1596856349,21.23
1596856486,446.03
1596856550,98.62
1596856643,1000.0
1596856695,130.0
1596856827,634.58
1596856860,369.36
1596856927,500.0
1596857302,1420.26
1596857409,443.0
1596857494,192.26
1596857591,111.0
1596857665,900.0
1596858175,404.35
1596858425,431.0
1596858434,672.38
1596858588,258.19
1596858673,630.2
1596858782,301.42
1596858825,363.85
1596859059,488.11
1596859090,656.0
1596859199,770.43
1596859309,770.43
1596859769,191.42
1596859872,1959.91
1596859926,924.0
1596860076,153.86
1596860159,1000.0
1596860175,1084.17
1596860588,100.0
1596860614,430.69
1596860809,100.0
1596860859,1000000000000.0
1596860896,6783.76
1596860957,1250.0
1596861094,886.0
1596861273,363.85
1596861304,775.0
1596861364,775.0
1596861428,42.16
1596861434,414.42
1596861703,404.66
1596861733,260.17
1596861878,398.29
1596861974,1145.83
1596862151,324.66
1596862226,255.66
1596862498,79.24
1596862607,80.99
1596862644,884.56
1596862768,405.79
1596862956,137.24
1596862957,278.0
1596863015,500.0
1596863172,348.8
1596863298,898.0
1596863508,389.49
1596863526,500.0
1596863617,385.61
1596863668,11.71
1596863994,2371.35
1596864004,3341.31
1596864037,855.41
1596864407,89.43
1596864530,80.65
1596864568,898.0
1596864699,898.0
1596864763,163.99
1596864913,534.07
1596865321,30.0
1596865452,397.0
1596865485,144.1
1596865522,40.05
1596865695,129.94
1596865808,6883.76
1596865913,13620.21
1596865972,229.19
1596865992,711.83
1596866187,1628.56
1596866192,5000.0
1596866317,947.22
1596866340,148.32
1596866434,568.87
1596866451,970.13
1596866626,28.51
1596866635,311.76
1596866664,203.08
1596866722,37.88
1596866946,175.44
1596866989,400.04
1596867005,496.0
1596867154,1628.56
1596867246,200.0
1596867335,373.32
1596867359,300.0
1596867461,996.0
1596867526,300.0
1596867530,1628.56
1596867565,300.0
1596867730,400.04
1596867746,47995.41
1596867801,300.0
1596867836,55.06
1596867906,300.0
1596867962,47995.41
1596868009,15.6
1596868020,300.0
1596868230,8.71
1596868244,196.49
1596868248,300.0
1596868333,996.0
1596868382,300.0
1596868603,300.0
1596868715,5000.0
1596868723,189.37
1596868730,842.62
1596868804,95.41
1596869060,737.38
1596869100,95.41
1596869216,28925.41
1596869264,28925.41
1596869517,385.45
1596869569,446.0
1596869658,479.5
1596869687,300.0
1596869709,1281.9
1596869716,0.0
1596869722,1745.1
1596869832,300.0
1596869846,0.0
1596869921,446.0
1596869990,240.55
1596870040,300.0
1596870089,300.0
1596870142,406.53
1596870199,300.0
1596870228,230.41
1596870287,14815.68
1596870375,358.08
1596870422,148.32
1596870600,401.11
1596870624,794.53
1596870680,1280.41
1596870704,480.48
1596870762,300.0
1596870893,230.41
1596871021,1853.42
1596871026,300.0
1596871077,403.81
1596871250,997.88
1596871352,904.25
1596871501,997.88
1596871583,190.13
1596871655,866.97
1596871686,125.51
1596871932,228.58
1596872091,812.15
1596872160,228.58
1596872426,12.92
1596872558,40.04
1596872763,214.72
1596872965,204.28
1596873061,606.69
1596873387,0.0
1596873656,4807.76
1596873846,4807.76
1596873952,4129.94
1596874073,103.48
1596874093,390.85
1596874182,1000.0
1596874228,4129.94
1596874391,1000.0
1596875053,116.65
1596875553,51.98
1596875657,6.6
1596875716,500.0
1596875738,99.53
1596875882,39.48
1596875986,500.0
1596876095,99.53
1596876458,255.0
1596876869,484.0
1596876990,78.07
1596876995,5.0
1596877572,1359.56
1596877784,191.42
1596886589,379.15
1596886663,200.0
1596886812,307.68
1596886916,134.82
1596887055,233.17
1596887125,1772.77
1596887297,134.0
1596887422,272.18
1596887685,51.36
1596888100,1.0
1596888265,170.99
1596888543,3392.47
1596888680,2118.12
1596888953,229.24
1596888995,2118.12
1596889112,9746.07
1596889281,1367.65
1596889307,89.03
1596889339,9746.07
1596889415,60.0
1596889423,1683.19
1596889484,50594.94
1596889532,204.42
1596889930,600.0
1596889994,174.09
1596890228,151.82
1596890419,596.15
1596890547,78.14
