nonce,value
1597582115,48.0
1597582138,3268.47
1597582870,995.0
1597582913,995.0
1597583112,1995.0
1597583167,1995.0
1597583736,159.22
1597584446,3241.53
1597584919,2068.0
1597584997,2068.0
1597585314,1123.05
1597585316,733.09
1597585705,1356.55
1597585810,283.9
1597586229,76.05
1597586246,686.31
1597586290,1635.78
1597586606,103.68
1597586618,2197.0
1597587005,1971.89
1597587019,307.43
1597587197,1145.47
1597587230,1971.89
1597587318,716.0
1597587430,615.89
1597587450,919.15
1597587531,571.05
1597587704,1145.47
1597587754,1000.0
1597588136,3709.51
1597588701,333.0
1597588784,306.49
1597589657,61454.71
1597589808,15000.0
1597589841,1500.0
1597590108,1946.49
1597590191,40.0
1597590280,463.16
1597590479,171.92
1597590584,1020.0
1597590835,42.1
1597590969,303.52
1597591219,1239.65
1597592713,642.96
1597593122,557.59
1597593139,262.22
1597593252,143.0
1597593834,1000.0
1597593860,1943.0
1597593887,1943.0
1597593915,973.24
1597593923,4894.0
1597593956,432.18
1597594063,4894.0
1597594252,3.36
1597594610,973.24
1597594751,10466.0
1597594868,571.05
1597595838,293.32
1597595840,2902.92
1597596018,648.31
1597596124,1425.0
1597596226,68.43
1597596236,56.67
1597596829,1090.95
1597596957,293.14
1597597250,1653.0
1597597355,278.24
1597597427,771.77
1597597515,771.77
1597597549,100.0
1597597593,1233.24
1597597731,1653.0
1597597968,801.23
1597598052,801.23
1597598156,599.26
1597598182,3692.73
1597598267,1293.28
1597598350,1495.67
1597598643,684.91
1597598736,275.07
1597598765,870.0
1597598838,870.0
1597598896,2157.0
1597598998,684.91
1597599104,640.99
1597599184,2390.55
1597599204,2157.0
1597599385,1085.11
1597599537,1790.71
1597599608,1069.01
1597599637,200.0
1597599751,1680.17
1597599831,750.0
1597600404,975.34
1597601006,1284.7
1597601204,1200.0
1597601426,28.65
1597601704,13000.0
1597601766,415.83
1597601962,100.0
1597602094,13000.0
1597602282,975.34
1597603465,581.79
1597603850,1443.12
1597604204,1429.64
1597605170,100.0
1597605602,100.0
1597606247,100.0
1597606534,426.29
1597606569,384.0
1597606700,444.69
1597607756,766.19
1597607842,78.87
1597608343,439.93
1597609151,553.93
1597609234,839.32
1597609303,102.0
1597609444,1395.79
1597609495,977.0
1597610245,29.6
1597610936,560.76
1597611208,703.88
1597611403,100.0
1597612080,16.84
1597612250,420.42
1597612252,250.0
1597612881,55.0
1597613415,1658.0
1597613632,1421.63
1597614910,3351.38
1597615264,1000.0
1597615608,731.18
1597616122,561.84
1597616275,559.76
1597616433,781.37
1597616526,776.61
1597616786,551.96
1597617309,1391.0
1597617371,1391.0
1597617475,152.0
1597618250,638.53
1597618834,17600.57
1597619226,500.0
1597620188,2261.71
1597621057,1500.0
1597621544,600.0
1597621567,62.0
1597621741,400.0
1597621745,570.99
1597621986,78.25
1597622048,258.43
1597622830,1707.67
1597623120,562.8
1597623162,560.72
1597623537,268.41
1597624747,1781.09
1597625037,0.0
1597625189,500.0
1597625468,248.59
1597625500,500.0
1597625567,169.27
1597625723,500.0
1597626565,1805.53
1597626818,1805.53
1597627560,6327.47
1597627762,829.86
1597628459,84.94
1597629417,185.67
1597629430,60000.0
1597629500,25000.0
1597629681,10000.0
1597629952,384.73
1597629965,3182.15
1597630086,3182.15
1597630415,732.73
1597630450,732.73
1597630502,723.89
1597630735,2789.98
1597630746,732.73
1597630867,1560.44
1597630893,5972.13
1597631117,995.01
1597631473,1424.71
1597631675,997.54
1597631719,79.32
1597632290,1500.0
1597632376,720.11
1597632599,704.59
1597632921,152.17
1597633513,852.67
1597633659,592.04
1597634123,3061.2
1597634316,50.0
1597634394,218.14
1597635321,129.23
1597635661,999.5
1597635886,999.5
1597636459,2000.0
1597636933,2000.0
1597637217,1020.97
1597637321,125.0
1597639512,1505.94
1597639770,1505.94
1597640021,1834.97
1597640062,1834.97
1597640222,10000.0
1597640639,1834.97
1597640650,10000.0
1597641117,2996.98
1597641426,2996.98
1597641641,2110.71
1597641655,886.27
1597642206,15015.36
1597642551,3391.88
1597643511,2699.18
1597645010,320.0
1597645786,239.0
1597646945,1173.48
1597647038,1173.48
1597647194,567.39
1597647421,2610.9
1597647669,1930.77
1597647686,2030.53
1597648112,4.98
1597648343,1362.65
1597648382,1362.65
1597648411,626.57
1597648568,1207.39
1597648598,626.57
1597648762,6499.16
1597648938,1207.39
1597649595,1747.17
1597650776,1106.27
1597653773,370.0
1597654436,1985.49
1597655372,2500.0
1597655528,60.0
1597655798,60.0
1597656097,60.0
1597656640,662.91
1597657219,100.0
1597657293,1500.0
1597657358,5051.82
1597657452,570.29
1597657621,500.0
1597658030,500.0
1597658223,409.46
1597658465,65.45
1597658480,409.46
1597658601,2518.95
1597659377,534.31
1597659432,1415.85
1597660509,2177.0
1597661757,570.73
1597662593,568.6
1597663025,570.99
1597663042,595.0
1597664061,173.49
1597665444,550.0
1597666608,919.15
1597667021,2218.53
1597667692,2966.98
1597667834,1037.4
1597667896,1000.0
1597667949,3493.44
1597668163,874.59
1597668192,3493.44
1597668311,891.96
1597668869,558.47
1597669269,1192.74
1597669494,2525.0
1597669981,574.32
1597670431,452.58
1597670464,150.86
1597670470,90.51
1597670498,2287.67
1597671102,1145.87
1597671367,16447.23
1597671579,275.07
1597671681,16447.23
1597671988,742.69
1597672058,719.36
1597672476,2597.0
1597672648,50.0
1597672910,2597.0
1597673360,2205.21
1597673704,1000.0
1597674051,581.46
1597674121,581.46
1597674124,717.97
1597674264,1239.65
1597675044,761.81
1597675574,970.0
1597675699,1968.93
1597675737,500.0
1597677167,60.0
1597677899,617.46
1597678021,1495.0
1597678135,810.15
1597678160,1550.37
1597678576,995.0
1597678593,977.0
1597678767,2291.48
1597678829,200.22
1597678920,810.15
1597678949,115.01
1597679246,994.89
1597679583,1020.97
1597679590,432.94
1597679596,1310.58
1597679777,3169.18
1597680150,599.77
1597680245,1758.66
1597680308,995.69
1597680637,2660.38
1597680698,1784.18
1597681266,402.01
1597681331,829.86
1597681550,310.24
1597681608,318.53
1597681764,89.23
1597681824,522.57
1597682138,0.0
1597682718,5500.0
1597682796,1195.0
1597682836,5500.0
1597683093,774.71
1597683187,1375.48
1597683349,757.11
1597684217,586.09
1597684314,250.0
1597684963,296.13
1597686421,2628.48
1597686703,388.68
1597686731,5.0
1597686871,2004.24
1597687163,1400.0
1597687358,654.69
1597687728,361.7
1597688288,964.14
1597688304,1125.97
1597688490,965.24
1597688729,2544.53
1597688742,74.0
1597689972,360.72
1597690253,586.46
1597690293,1618.66
1597690777,1599.94
1597690913,392.81
1597691421,1125.1
1597691512,1125.1
1597692065,1996.06
1597693379,10.0
1597693924,13072.28
1597694077,13082.28
1597694751,1406.47
1597695661,1406.47
1597696469,388.68
1597696599,333.0
1597697177,28.81
1597697727,1558.34
1597700106,1000.0
1597701007,406.73
1597701040,3029.75
1597703778,132.29
1597703968,165.19
1597704014,2236.8
1597704127,648.37
1597706300,1962.85
1597706519,824.34
1597706556,502.33
1597707162,1330.86
1597707511,1390.0
1597708776,1656.13
1597709209,3450.01
1597709702,500.0
1597710061,55104.8
1597710439,55104.8
1597710780,334.94
1597711040,208.57
1597711280,1035.1
1597711694,300.35
1597711883,3049.22
1597711995,10987.75
1597712221,1066.03
1597712261,10987.75
1597712471,3049.22
1597712686,3116.74
1597712806,1066.03
1597712892,1103.18
1597713064,1066.03
1597713085,364.36
1597713657,3116.74
1597713742,795.0
1597714161,363.46
1597714843,795.0
1597715309,1803.95
1597716353,1781.57
1597716431,1807.02
1597717276,2127.28
1597717757,794.26
1597718727,712.72
1597719434,167.66
1597719442,500.0
1597722195,5666.7
1597722246,109.15
1597722303,357.53
1597722696,1598.37
1597723787,5000.0
1597724100,5000.0
1597724660,2045.33
1597725336,294.82
1597726321,3631.3
1597727831,2623.27
1597728996,1053.25
1597729097,349.38
1597729298,200.0
1597729301,348.29
1597729688,218.0
1597729916,347.45
1597730204,346.61
1597731526,686.69
1597732085,1460.47
1597732579,12237.25
1597732889,12237.25
1597735231,1779.11
1597735302,1460.47
1597736400,615.37
1597736589,1311.22
1597737187,1843.14
1597737713,1559.77
1597737794,1559.0
1597738085,345.46
1597738235,1400.0
1597738236,583.8
1597739457,1000.0
1597739669,177.29
1597739691,164.81
1597740499,52.95
1597741103,3815.61
1597742818,432.52
1597742830,1762.57
1597744276,783.57
1597744873,3006.08
1597745051,177.5
1597745752,1093.94
1597746089,615.37
1597746317,1093.94
1597746450,2487.09
1597747782,175.85
1597748744,4356.0
1597749270,492.74
1597749525,10.68
1597749959,400.0
1597750167,82.0
1597750828,2663.01
1597753075,1217.09
1597754545,1549.24
1597755280,41.84
1597758429,174.63
1597759134,100.0
1597759818,1020.88
1597759892,1905.39
1597760083,1009.87
1597760387,318.59
1597760921,1000.01
1597761446,995.0
1597761619,1486.65
1597761898,162.3
1597762458,3007.59
1597762972,1030.08
1597763000,686.69
1597763708,2195.67
1597763764,361.38
1597763777,2744.44
1597763839,2744.44
1597764352,176.26
1597764638,3480.81
1597764973,2542.41
1597765070,2879.75
1597765283,2879.75
1597765489,1000.0
1597766603,3453.28
1597767918,1477.81
1597768508,1466.1
1597768610,1466.1
1597768628,2002.41
1597768885,1000000000000.0
1597769165,264.53
1597769711,1575.53
1597770671,2690.98
1597771897,3772.68
1597772926,472.28
1597773123,1065.0
1597773297,333.0
1597773732,1667.03
1597773768,1667.03
1597774302,1114.89
1597774528,364.51
1597776046,649.93
1597776526,6397.92
1597777012,933.36
1597777558,2105.22
1597777724,2534.87
1597778638,888.12
1597778895,2000.0
1597779055,2000.42
1597779765,800.0
1597780080,598.86
1597780304,1528.18
1597780391,1528.18
1597780819,2844.78
1597782122,100.0
1597782653,53.64
1597782740,640.61
1597783080,63.9
1597783616,1157.96
1597786911,63.9
1597786941,1100.0
1597787093,329.33
1597788477,49.58
1597788768,95.09
1597789282,2738.98
1597790038,2834.07
1597790376,758.68
1597790831,10000.0
1597790919,500.0
1597791401,172.0
1597793003,339.28
1597794975,80.0
1597795682,1000.0
1597796459,1000.0
1597805882,1849.48
1597806010,1079.66
1597806463,995.0
1597807261,995.0
1597808515,2517.25
1597808517,2995.0
1597808706,5032.67
1597809307,3024.09
1597809770,995.0
1597809792,1495.0
1597809904,1579.94
1597810287,1455.29
1597810305,1455.29
1597810848,2904.86
1597810861,2517.25
1597810910,995.0
1597810923,1409.11
1597811507,1513.7
1597811686,175.73
1597811747,500.0
1597811834,1513.7
1597812072,61.21
1597812201,4920.34
1597812207,6042.14
1597812336,3225.0
1597812556,7137.02
1597812972,3151.2
1597813039,737.88
1597813137,737.88
1597813966,894.58
1597814257,839.32
1597814406,1700.0
1597814868,1046.79
1597814955,13750.17
1597815022,1693.96
1597815435,7563.86
1597815945,8627.8
1597816079,1849.48
1597816352,965.24
1597816625,690.0
1597816638,1935.85
1597816724,1935.85
1597816726,1079.66
1597816793,4306.59
1597816903,2840.17
1597816955,40.75
1597817591,259.81
1597817782,994.42
1597818062,994.42
1597818112,370.52
1597820630,2637.59
1597820663,2500.0
1597821661,2500.0
1597822587,360.0
1597822834,1502.36
1597823026,1502.36
1597823760,344.43
1597824296,1994.32
1597825405,1994.32
1597826300,750.29
1597826333,107.67
1597826469,79.57
1597827176,1569.88
1597827235,1000.0
1597827384,1569.88
1597827566,67.02
1597829579,1993.44
1597829829,2655.11
1597830666,1993.44
1597831087,1454.0
1597832308,500.0
1597832422,166.5
1597833365,958.34
1597833729,1171.49
1597834998,1460.42
1597837585,1039.0
1597837679,33.55
1597837857,335.1
1597837937,1039.0
1597838430,667.82
1597840777,1655.85
1597841182,656.91
1597841406,4000.36
1597841692,4000.36
1597843186,927.89
1597845443,100.0
1597845983,50.0
1597846769,1123.75
1597846839,50.0
1597847308,1056.48
1597847413,995.0
1597848382,3195.11
1597848634,30323.95
1597848656,1000.0
1597848704,980.0
1597849024,1414.15
1597849749,651.21
1597849803,272.02
1597850182,272.02
1597850285,50.0
1597850323,664.34
1597850349,50.0
1597850367,795.47
1597850921,1000.0
1597851971,2439.35
1597852109,1000.0
1597852299,1814.04
1597852320,1814.04
1597852451,7639.31
1597852643,7639.31
1597852654,1000.0
1597852783,700.0
1597852964,1558.96
1597853131,1948.75
1597853250,1000.0
1597853282,1558.96
1597853376,500.0
1597853556,1558.96
1597853692,1000.0
1597853756,1454.42
1597853801,1415.0
1597853934,995.0
1597854023,1902.44
1597854102,995.0
1597854515,20.0
1597854630,1118.78
1597855417,1535.4
1597855453,1535.4
1597855468,613.57
1597855623,1535.4
1597855763,303.62
1597855877,196.98
1597856305,731.68
1597856843,1004.61
1597856870,500.0
1597856887,1004.61
1597857256,553.25
1597857653,603.29
1597857668,77.21
1597858808,1010.31
1597858921,0.0
1597858964,1010.31
1597859053,4496.32
1597859379,974.16
1597861048,451.56
1597861477,509.94
1597862711,1551.49
1597862940,1292.63
1597863114,2320.47
1597863558,1292.63
1597863812,152.95
1597864963,983.05
1597865409,75.71
1597868133,406.53
1597868701,27.26
1597868824,27.26
1597868900,2086.69
1597869264,27.26
1597870753,301.48
1597871003,2304.81
1597876093,1846.06
1597877505,30.79
1597878069,220.0
1597879873,750.15
1597879982,304.83
1597880767,21.82
1597881139,304.14
1597883604,47.5
1597884381,700.0
1597885169,1215.25
1597885716,17.01
1597885926,1503.6
1597888417,596.74
1597891534,20000.0
1597891913,500.0
1597892055,1000.0
1597892494,354.0
1597893080,85.8
1597895135,1055.24
1597895738,1789.88
1597896133,0.0
1597896199,3102.84
1597896203,354.0
1597897613,1789.88
1597903076,1057.18
1597904392,606.72
1597905021,621.63
1597907548,175.75
1597908504,150.95
1597909587,129.23
1597909666,2840.17
1597910138,1525.67
1597910674,510.88
1597910898,3043.01
1597911559,1216.26
1597912599,129.23
1597912660,10.0
1597912864,918.24
1597914547,1517.85
1597915309,167.3
1597915751,66.36
1597915795,50.0
1597916797,1271.3
1597917957,3149.87
1597919040,504.0
1597919081,504.0
1597919200,504.0
1597920044,1000.0
1597920169,3888.35
1597920447,1563.01
1597920874,458.38
1597922742,611.42
1597926700,71.54
1597927326,2751.38
1597927798,1501.24
1597928011,1501.24
1597928108,3129.62
1597928723,1863.24
1597928846,70.41
1597929395,1537.91
1597930986,0.2
1597931180,314.05
1597932627,6133.65
1597933495,1520.8
1597933537,40000.0
1597933732,1903.95
1597933747,4894.0
1597933794,1903.95
1597933862,1000.0
1597933908,4894.0
1597934218,1995.01
1597934246,813.35
1597934405,500.0
1597934551,500.0
1597934583,4496.32
1597934761,3612.31
1597934803,3402.23
1597934829,558.27
1597934879,1496.01
1597934906,980.29
1597934938,628.47
1597934984,70.41
1597935002,3901.34
1597935013,219.0
1597935026,500.0
1597935223,1943.14
1597935402,1500.0
1597935562,10000.0
1597935565,0.0
1597935637,818.52
1597935653,500.0
1597935794,1943.14
1597935880,159.47
1597936011,1943.14
1597936162,1901.0
1597936535,1901.0
1597936598,706.26
1597936759,917.38
1597936893,1995.01
1597937638,2694.08
1597938038,1907.0
1597938447,178.34
1597938498,200.0
1597938562,1195.0
1597938581,1000.0
1597938831,1000.0
1597938918,1555.0
1597939276,744.57
1597939637,1465.1
1597939696,86.5
1597940078,35.47
1597940772,5000.0
1597940841,500.0
1597941267,2000.34
1597941922,1815.43
1597944182,54.12
1597945118,263.09
1597946805,340.56
1597947092,716.74
1597947373,300.23
1597947954,458.89
1597948173,458.89
1597949010,714.7
1597949065,100.0
1597950365,213.49
1597951043,3000.0
1597951106,709.7
1597951131,20000.0
1597951208,1000.0
1597951370,3000.0
1597952832,1000.0
1597952947,1826.47
1597952988,2000.0
1597953811,1000.0
1597953874,1115.23
1597954622,3043.01
1597954890,1000.0
1597955337,2000.0
1597955351,108.13
1597955555,92.91
1597955899,307.43
1597956045,3000.0
1597956337,1074.64
1597956506,2000.0
1597956636,3095.0
1597956718,3096.67
1597956980,3096.67
1597958447,2000.0
1597958757,446.26
1597959295,94.28
1597959349,80.0
1597959444,500.0
1597959586,95.55
1597959893,903.1
1597961687,3713.02
1597961723,700.0
1597961853,700.0
1597962604,2646.53
1597963759,995.0
1597965328,3000.0
1597965433,1000.0
1597965480,38.96
1597967896,140.18
1597969694,798.79
1597970026,468.83
1597971270,534.59
1597971369,102.05
1597971581,534.59
1597971670,534.59
1597972511,435.5
1597972747,435.5
1597973873,768.41
1597974687,3034.17
1597975002,949.06
1597975757,6089.74
1597976204,386.85
1597976382,386.85
1597977041,103.78
1597977267,657.51
1597978475,422.2
1597979121,202.1
1597979263,949.06
1597979269,385.23
1597979618,767.46
1597979684,461.82
1597979794,767.46
1597979819,1507.79
1597979861,768.88
1597980015,768.88
1597980471,167.81
1597981153,764.9
1597982212,702.39
1597982870,37.96
1597983428,69.0
1597983739,650.37
1597984015,764.9
1597985171,4938.72
1597985438,4995.49
1597985824,1747.16
1597985997,2925.77
1597986160,1052.61
1597986581,1000.0
1597986928,2850.19
1597987282,1000.0
1597987655,700.0
1597987674,700.0
1597988577,180.72
1597990187,1970.86
1597991950,1936.66
1597993188,25000.0
1597993811,705.86
1597995207,1938.02
1597995213,41.65
1597995251,204.58
1597995327,3155.0
1597995564,294.84
1597995915,365.27
1597996209,365.27
1597996369,1321.66
1597996620,347.45
1597997159,81.4
1598000710,385.33
1598001029,210.64
1598002022,1352.18
1598002112,87.4
1598003396,276.82
1598004591,475.66
1598004615,686.93
1598006514,200.63
1598006595,1318.35
1598008066,5.0
1598008153,5.0
1598008207,2424.15
1598008247,2424.15
1598008974,2424.15
1598009036,400.27
1598009475,797.37
1598011041,394.85
1598012657,498.72
1598012924,1311.22
1598013019,392.47
1598013174,6095.98
1598013585,3262.86
1598013642,3262.86
1598014102,10.0
1598016960,3262.86
1598017222,948.17
1598017313,948.17
1598017370,5119.98
1598017374,1050.0
1598017607,606.79
1598018177,804.87
1598018292,804.87
1598018771,7474.5
1598018976,800.61
1598019022,1000.0
1598019186,804.87
1598019319,398.71
1598020578,422.2
1598020685,2000.0
1598021302,418.85
1598021376,310.0
1598021408,8739.1
1598021649,2836.88
1598022041,9060.0
1598022192,518.62
1598022300,152.95
1598022546,425.31
1598022788,381.79
1598023186,500.0
1598023230,500.0
1598024140,440.24
1598024144,4166.61
1598024467,440.24
1598024643,2080.78
1598024770,2080.78
1598024819,1644.54
1598024883,1644.54
1598025357,1404.89
1598025494,1073.84
1598025501,1073.84
1598025677,1404.89
1598025824,1073.84
1598026000,657.51
1598026317,4521.06
1598030968,1050.0
1598031673,2002.41
1598031736,170.0
1598032425,500.0
1598033226,53.33
1598035333,408.53
1598035692,500.0
1598036931,220.87
1598036973,102.28
1598037194,40.84
1598038744,10680.34
1598038829,1550.16
1598038835,1000.0
1598039448,1000.0
1598039729,4000000.0
1598039904,2256.0
1598040858,1000.0
1598042118,1000.0
1598042912,3000.0
1598043657,3000.0
1598044201,3000.0
1598044855,3000.0
1598044902,3000.0
1598045054,1008.65
1598045165,105.0
1598045192,1008.65
1598045475,1000.0
1598046748,842.12
1598046751,1000.0
1598046804,1689.28
1598046815,842.0
1598046922,500.0
1598047277,842.0
1598047770,358.06
1598048283,201.17
1598048407,695.0
1598048486,1689.28
1598049650,400.0
1598050450,2265.06
1598051623,1000.0
1598052054,2800.0
1598052339,995.0
1598053223,448.47
1598054576,1193.76
1598054853,493.83
1598055228,68.42
1598055247,1698.04
1598056778,615.89
1598056912,615.89
1598057898,732.05
1598058067,732.05
1598059250,3365.96
1598060799,497.25
1598062106,427.83
1598063149,469.26
1598063799,500.0
1598064087,500.0
1598064495,5000.0
1598068020,424.02
1598068596,1035000.0
1598068835,175.75
1598069261,1035000.0
1598069762,1035000.0
1598070521,496.22
1598070660,4190.77
1598071610,1090.8
1598072799,250.19
1598073007,490.94
1598073095,787.23
1598073135,278.24
1598073655,250.19
1598074238,617.5
1598076642,205.28
1598076654,82.04
1598077609,1000.0
1598078408,882.03
1598079559,440.0
1598080914,4026.61
1598081054,1000.0
1598081068,2024.51
1598081200,1313.35
1598081538,1313.35
1598082436,1278.07
1598082644,897.22
1598083526,13371.35
1598083572,397.6
1598083735,2000.0
1598084040,2000.0
1598085382,953.79
1598086832,200.0
1598087015,1045.37
1598087319,5100.0
1598087566,819.95
1598087617,5100.0
1598087813,815.58
1598087977,200.0
1598089900,4545.74
1598090741,170.74
1598091226,5095.0
1598091558,780.0
1598094098,833.37
1598094902,415.0
1598095228,361.38
1598095477,100.0
1598097018,806.94
1598097099,806.94
1598097139,37.92
1598100953,1240.42
1598101301,1356.63
1598103393,2400.0
1598103692,1002.0
1598103713,10.54
1598104032,1487.6
1598104845,2043.59
1598104876,2043.59
1598105929,104.27
1598106135,2239.63
1598106165,2239.63
1598106176,378.37
1598106452,4547.94
1598106631,3685.05
1598106739,470.15
1598106974,2335.89
1598107039,2335.89
1598107350,300.0
1598107775,477.37
1598107914,2128.7
1598107971,2128.7
1598108135,489.61
1598108386,489.61
1598108574,376.42
1598108719,2212.22
1598108789,2212.22
1598110238,2167.7
1598110288,2167.7
1598110355,9731.0
1598110578,2541.14
1598111476,801.27
1598111869,139.05
1598111928,102.0
1598112739,5227.63
1598112753,1008.84
1598112846,1503.67
1598113046,1048.05
1598113964,304.83
1598115704,3826.15
1598116176,3826.15
1598119072,1000.0
1598121641,890.56
1598121709,890.56
1598122184,743.16
1598124319,3235.66
1598124542,93.27
1598125258,3235.66
1598125488,2002.69
1598126030,2719.62
1598126071,2719.62
1598126469,2719.62
1598127047,3685.05
1598127613,3261.87
1598127655,3261.87
1598128462,1500.0
1598128714,1500.0
1598131179,500.0
1598131252,3261.87
1598131671,1030.0
1598140408,789.28
1598140931,201.17
1598141022,495.72
1598141023,421.89
1598141643,81.0
1598142319,1008.44
1598142458,1008.44
1598143056,100.0
1598143824,1036.95
1598143851,1036.95
1598144502,4398.0
1598144676,3942.0
1598145658,12.35
1598145701,10.0
1598147981,539.51
1598148036,539.5
1598148846,833.0
1598149139,3272.57
1598149258,1372.5
1598149525,1000.0
1598149602,10.0
1598149664,1665.0
1598150459,1665.0
1598150947,1652.0
1598151130,820.85
1598152038,1000.0
1598152329,1195.0
1598153223,2000.0
1598153356,3000.0
1598156530,5000.0
1598156664,1324.94
1598156815,1324.94
1598156883,1000.0
1598156964,1000.0
1598157108,1000.0
1598157211,1312.49
1598157214,1301.66
1598157497,1746.73
1598157871,1746.73
1598158086,995.0
1598158175,1088.01
1598158535,869.68
1598158721,869.68
1598158910,670.0
1598159174,1111.52
1598159468,2500.0
1598159749,1094.47
1598160119,869.68
1598160283,96.55
1598160557,435.02
1598160684,433.82
1598161036,2590.0
1598161503,432.63
1598161623,2145.46
1598161787,2146.0
1598161806,1666.32
1598162346,2138.88
1598162540,2139.0
1598163577,856.0
1598163866,64.11
1598164185,2544.0
1598164487,84.98
1598164927,810.18
1598165178,1301.48
1598165463,1301.48
1598165957,842.9
1598166131,843.0
1598166838,2610.9
1598166875,300.0
1598167271,3387.0
1598167769,300.0
1598167858,1062.81
1598168467,724.77
1598170381,354.84
1598170430,724.77
1598171258,2108.85
1598174026,1260.0
1598174486,1260.0
1598174728,80.99
1598175185,2081.58
1598177136,261.53
1598177683,433.16
1598179363,411.8
1598179397,102.78
1598181267,335.0
1598181829,3311.09
1598181923,411.31
1598183689,1700.0
1598183953,4053.35
1598183980,1700.0
1598184629,2027.55
1598184890,1700.0
1598185429,2000.0
1598185560,203.53
1598186378,500.0
1598186791,500.0
1598187836,1185.07
1598188820,100.24
1598190521,570.73
1598190978,570.73
1598192009,1682.72
1598192804,4.16
1598198788,2612.72
1598198944,2364.52
1598199431,97.56
1598200394,269.83
1598200583,1000.0
1598201621,2566.79
1598201927,268.41
1598202435,100.0
1598202937,1400.0
1598202982,250.7
1598203038,1500.0
1598203266,2364.52
1598203434,6023.0
1598203672,1080.0
1598203882,368.26
1598204582,1164.0
1598205013,5.0
1598206017,1103.49
1598206836,1164.0
1598207005,385.0
1598212015,1080.67
1598212105,500.0
1598212306,1165.15
1598212352,1580.67
1598212514,1445.83
1598212866,1734.96
1598213942,1288.75
1598218887,214.24
1598225911,787.23
1598225985,16226.3
1598226325,16226.3
1598227406,100.0
1598227545,1000.0
1598228227,5000.0
1598233384,1000.0
1598234111,1354.48
1598235510,381.38
1598236741,215.05
1598236817,968.71
1598237296,393.05
1598239265,968.71
1598240609,3000.0
1598241027,368.26
1598246407,3311.09
1598249225,490.94
1598251656,2292.13
1598252373,525.57
1598252573,22942.28
1598253017,4000.0
1598253092,4034.7
1598253625,5000.0
1598253655,9000.0
1598256371,1000.0
1598256718,1000.0
1598256726,1443.53
1598257974,866.24
1598258508,319.53
1598261254,1200.81
1598264056,613.57
1598264205,1345.25
1598264601,4320.91
1598264788,1076.06
1598265779,381.38
1598269266,815.23
1598269442,815.23
1598270426,2000.0
1598270565,615.15
1598273730,2119.39
1598274055,34.5
1598275514,730.27
1598275832,455.69
1598276084,455.69
1598279923,194.95
1598281244,100.0
1598286822,2300.0
1598287107,2333.65
1598287890,173.71
1598287931,721.44
1598288020,1818.46
1598288607,2088.59
1598290221,1970.86
1598290333,72.63
1598290633,250.7
1598291173,1088.83
1598291452,2216.85
1598296865,182.49
1598297377,210.55
1598299525,85.51
1598303176,1.75
1598303672,800.0
1598303940,2119.52
1598304556,2132.29
1598304653,1460000.0
1598305317,1430000.0
1598306776,2176.29
1598307448,0.0
1598307505,1460000.0
1598307820,90000.0
1598307937,70000.0
1598308033,70000.0
1598308203,70000.0
1598308204,524.81
1598308297,70000.0
1598308387,70000.0
1598308440,42.42
1598308557,65000.0
1598308636,65000.0
1598308783,65000.0
1598308902,65000.0
1598309105,30000.0
1598309136,161.27
1598309232,100.0
1598309270,30000.0
1598309339,30000.0
1598309421,30000.0
1598309553,30000.0
1598309639,30000.0
1598309694,98.93
1598309719,30000.0
1598309773,2300.31
1598309817,500.0
1598309873,30000.0
1598309925,10000.0
1598309959,30000.0
1598309984,2000.0
1598310008,100.0
1598310051,30000.0
1598310135,10000.0
1598310203,25000.0
1598310274,3602.82
1598310291,18873.26
1598310384,4000.0
1598310397,25000.0
1598310493,25000.0
1598310501,25000.0
1598310665,4000.0
1598310785,842.11
1598310816,25000.0
1598310846,69.23
1598310888,7609.59
1598311046,2620.05
1598311096,415.96
1598311100,25000.0
1598311127,902.69
1598311250,15000.0
1598311271,945.98
1598311316,1090.91
1598311415,10000.0
1598311463,1999.51
1598311485,900.0
1598311488,10000.0
1598311659,1349.68
1598311718,900.0
1598311789,803.46
1598311800,2615.04
1598311829,5000.0
1598311922,5000.0
1598311988,1540.83
1598312003,4678.73
1598312073,5407.65
1598312203,2110.11
1598312296,1656.9
1598312316,3000.0
1598312473,1661.94
1598312549,1662.0
1598312644,1340.68
1598312812,2000.0
1598312830,3666.41
1598312938,1825.08
1598313040,1733.2
1598313112,3170.61
1598313140,2000.0
1598313211,4449.86
1598313237,2478.84
1598313305,3335.6
1598313319,100.0
1598313378,2107.83
1598313532,2107.83
1598313635,404.75
1598313757,1000.0
1598313790,456.88
1598313961,1480.44
1598314054,509.86
1598314164,1000.0
1598314549,8000.0
1598314580,494.04
1598314584,373.09
1598314598,81000.0
1598314636,2970.84
1598314714,359.0
1598314781,359.0
1598314872,1008.96
1598314927,9420.7
1598314930,7918.0
1598315169,3673.33
1598315378,3787.38
1598315391,357.89
1598315458,15000.0
1598315662,1252.0
1598315765,357.89
1598316388,4000.0
1598316412,3389.35
1598316552,5493.15
1598316812,1791.2
1598316858,737.99
1598317149,600.0
1598317249,1791.2
1598317270,1619.49
1598317302,1619.49
1598317653,311.79
1598317677,1361.77
1598317685,377.34
1598318102,1000.0
1598318240,1124.78
1598318296,1000.0
1598318361,1000.0
1598318488,2000.0
1598318660,1000.0
1598318761,559.79
1598318881,100.0
1598318924,999.48
1598319015,1786.2
